model,his,study,shows,that,it,was,between,50,000,and,60,000,years,ago,.
dna,-1,0.5526762140086587,0.5140677615493312,-1,-1,-1,0.16241926461058998,0.09820958301186467,-1,0.20727685405166763,0.22729718329256854,0.1872541006821289,-1
analysis,-1,0.7503897162427775,0.6886032920079064,-1,-1,-1,0.20536446220534732,0.12336562344549007,-1,0.16759459491527662,0.2529305436634415,0.21670817855690605,-1
of,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
a,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
45,000-year-old,-1,-0.49799967940700185,-0.5227850706928756,-1,-1,-1,-0.42616176174266096,-0.3595531844873536,-1,-0.3566461759987789,-0.50466176419077,-0.4630248746296197,-1
human,-1,0.3703318227794168,0.37320695303069296,-1,-1,-1,0.08936818684657688,0.19778466818664453,-1,0.19972262962131238,0.2777350885257288,0.22809785266059612,-1
has,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
helped,-1,0.41373991655934106,0.42199366647707914,-1,-1,-1,0.2987506882736839,0.30678687360400003,-1,0.30195132793031965,0.41820179849783523,0.39039783585310395,-1
scientists,-1,0.7445136529102865,0.5578431076499885,-1,-1,-1,0.1983667449491504,0.24231136402537334,-1,0.2800553721514285,0.37211774501335393,0.3948246906833658,-1
pinpoint,-1,0.08760388504269445,0.07144230859660694,-1,-1,-1,0.06787758274002942,0.06980950856833423,-1,0.09088807443706215,-0.08984440108912706,-0.052869426258083996,-1
when,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
our,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
ancestors,-1,0.20291922231818416,0.19237556678018441,-1,-1,-1,0.034737830528649316,-0.030526855929430496,-1,0.00710216518913509,0.16054182259641236,0.15968771689695915,-1
interbred,-1,-0.3362142191272117,-0.3350993775776696,-1,-1,-1,-0.04904523984526277,-0.3197385145464118,-1,-0.28714290189319525,-0.32595277457593097,-0.29526399141713644,-1
with,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
neanderthals,-1,0.058280333509090676,0.03510064807969426,-1,-1,-1,0.11274141489693112,0.10121102786312652,-1,0.17419857116493653,0.08319281400972645,0.15992949771026388,-1
.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
