model,the,study,in,nature,journal,also,supports,the,finding,that,our,species,emerged,from,africa,some,60,000,years,ago,before,spreading,around,the,world,.
dna,-1,0.5526762140086587,-1,0.49916088465786534,0.33360900517845793,-1,0.09883185626806523,-1,0.3543411702796522,-1,-1,0.44296831548154525,0.396478255363113,-1,0.17181152167416225,-1,0.20727685405166763,0.22729718329256854,0.1872541006821289,-1,0.3370470827051668,0.16860357258368475,-1,0.15275909802873677,-1
analysis,-1,0.7503897162427775,-1,0.5790900122347646,0.4456359645499093,-1,0.25076578758687984,-1,0.40627247219417595,-1,-1,0.22849146049978342,0.38888341820483396,-1,0.3138392146906859,-1,0.16759459491527662,0.2529305436634415,0.21670817855690605,-1,0.24778454219582358,0.23768212911164077,-1,0.23134042248687114,-1
of,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
a,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
45,000-year-old,-1,-0.49799967940700185,-1,-0.4683894985014099,-0.1649682066292919,-1,-0.41215873256643376,-1,-0.4957877966879367,-1,-1,-0.38805126064157847,-0.4349290367583323,-1,-0.5482142901713218,-1,-0.3566461759987789,-0.50466176419077,-0.4630248746296197,-1,-0.3632755945056372,-0.5366702163002093,-1,-0.4472903367935439,-1
human,-1,0.3703318227794168,-1,0.5927874008864694,0.2850522095526429,-1,0.289881164406222,-1,0.37197870562115976,-1,-1,0.43708205198069305,0.19806963068569328,-1,0.25096718103329985,-1,0.19972262962131238,0.2777350885257288,0.22809785266059612,-1,0.18102621798035967,0.2976767471289745,-1,0.2708687832533583,-1
has,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
helped,-1,0.41373991655934106,-1,0.1961599251543389,-0.047977862540246496,-1,0.4381142460098404,-1,0.43674241567620564,-1,-1,0.2130997833949132,0.27873155631015645,-1,0.4251053384328475,-1,0.30195132793031965,0.41820179849783523,0.39039783585310395,-1,0.13915841870903012,0.4001508938682825,-1,0.41843900568309844,-1
scientists,-1,0.7445136529102865,-1,0.4862305695124771,0.36760572094277166,-1,0.33639561112117256,-1,0.4744704708207218,-1,-1,0.52163948405145,0.4038293617833404,-1,0.3207463161777845,-1,0.2800553721514285,0.37211774501335393,0.3948246906833658,-1,0.17241959315751054,0.36146799211550606,-1,0.28252399186072785,-1
pinpoint,-1,0.08760388504269445,-1,0.23256706277613337,0.04776389409861126,-1,0.12937483847660858,-1,0.28039225519417177,-1,-1,0.19091115355711308,-0.032149549189160354,-1,-0.004386066915146536,-1,0.09088807443706215,-0.08984440108912706,-0.052869426258083996,-1,0.16088603321272055,0.05770779201305143,-1,-0.05345454359818014,-1
when,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
our,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
ancestors,-1,0.20291922231818416,-1,0.3335493425499656,0.17617260403581025,-1,0.249461153765412,-1,0.25442469413116886,-1,-1,0.2943911526071926,0.1010096156476451,-1,0.0901828801997121,-1,0.00710216518913509,0.16054182259641236,0.15968771689695915,-1,0.13355484569682852,0.12548377489971851,-1,0.09915898185597694,-1
interbred,-1,-0.3362142191272117,-1,-0.3018055367065684,-0.19709719771031975,-1,-0.04220572756298635,-1,-0.23098966350152095,-1,-1,-0.09899682272824983,-0.259882469677847,-1,-0.24729105102878646,-1,-0.28714290189319525,-0.32595277457593097,-0.29526399141713644,-1,-0.175941716953248,-0.3123957378598343,-1,-0.15885286488405326,-1
with,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
neanderthals,-1,0.058280333509090676,-1,0.05459578512767904,0.00014085890305381987,-1,0.046678794523790534,-1,0.02797284880365858,-1,-1,0.23724111526988223,0.14683280779701358,-1,0.0792415347557337,-1,0.17419857116493653,0.08319281400972645,0.15992949771026388,-1,0.1812077544092765,-0.0013452187975888652,-1,-0.005689191884181266,-1
.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
