model,the,genome,sequence,from,a,thigh,bone,found,in,siberia,shows,the,first,episode,of,mixing,occurred,between,50,000,and,60,000,years,ago,.
dna,-1,0.48619286645178217,0.468178080947093,-1,-1,0.11198852813251126,0.36846311588281777,-1,-1,0.03110544076126376,0.5140677615493312,-1,-1,0.3689949479783341,-1,0.1794115348534956,0.37784184539406007,0.16241926461058998,0.09820958301186467,-1,0.20727685405166763,0.22729718329256854,0.1872541006821289,-1
analysis,-1,0.3461652458323755,0.3112351344688631,-1,-1,0.08012894889284672,0.21985270177590377,-1,-1,-0.05174725520518875,0.6886032920079064,-1,-1,0.3666314811555782,-1,0.0988577717295539,0.27481296531722965,0.20536446220534732,0.12336562344549007,-1,0.16759459491527662,0.2529305436634415,0.21670817855690605,-1
of,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
a,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
45,000-year-old,-1,-0.1285070480576247,-0.2993123428200728,-1,-1,-0.06322048081792775,-0.21736442862061955,-1,-1,-0.18282724185459887,-0.5227850706928756,-1,-1,-0.3461342002054799,-1,-0.31420317955270005,-0.5092843503960396,-0.42616176174266096,-0.3595531844873536,-1,-0.3566461759987789,-0.50466176419077,-0.4630248746296197,-1
human,-1,0.5465216602955838,0.16921112359157298,-1,-1,0.13338075154042217,0.3107925479225657,-1,-1,0.015422675883471348,0.37320695303069296,-1,-1,0.04801086908121854,-1,0.1607398180105375,0.28766127392402774,0.08936818684657688,0.19778466818664453,-1,0.19972262962131238,0.2777350885257288,0.22809785266059612,-1
has,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
helped,-1,-0.008789211232216099,0.0970570302006788,-1,-1,0.10671999875432203,0.15477772433684844,-1,-1,-0.022557760275061733,0.42199366647707914,-1,-1,0.1667739165936305,-1,0.06317235094919815,0.26041757432346535,0.2987506882736839,0.30678687360400003,-1,0.30195132793031965,0.41820179849783523,0.39039783585310395,-1
scientists,-1,0.3200004001735559,0.15760016176482117,-1,-1,0.0575567632408549,0.25094295243911136,-1,-1,0.0806497774874877,0.5578431076499885,-1,-1,0.15316974899235292,-1,0.11201363353932248,0.34387472272699193,0.1983667449491504,0.24231136402537334,-1,0.2800553721514285,0.37211774501335393,0.3948246906833658,-1
pinpoint,-1,0.1688499103169101,0.09054172961070694,-1,-1,0.04994008592052401,0.21242495244454895,-1,-1,0.14254941036558022,0.07144230859660694,-1,-1,-0.006521751201610471,-1,0.11242420094173378,0.1154356505070544,0.06787758274002942,0.06980950856833423,-1,0.09088807443706215,-0.08984440108912706,-0.052869426258083996,-1
when,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
our,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
ancestors,-1,0.5019171956492708,0.3022582425517374,-1,-1,0.12278457544662758,0.21008049245266225,-1,-1,0.11143145971394519,0.19237556678018441,-1,-1,0.07128716104970367,-1,0.25625642594644127,0.07911806863878579,0.034737830528649316,-0.030526855929430496,-1,0.00710216518913509,0.16054182259641236,0.15968771689695915,-1
interbred,-1,-0.03152060717346705,-0.1334092009414547,-1,-1,-0.023134703513012944,-0.06305340283933258,-1,-1,-0.053650635503998734,-0.3350993775776696,-1,-1,-0.23452979154735276,-1,0.20952646601220049,-0.35277476783112816,-0.04904523984526277,-0.3197385145464118,-1,-0.28714290189319525,-0.32595277457593097,-0.29526399141713644,-1
with,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
neanderthals,-1,0.2596201615503736,0.17119080522617824,-1,-1,-0.08134258822002605,0.10771412472408781,-1,-1,0.34473411697014933,0.03510064807969426,-1,-1,0.014865209222486353,-1,0.3199492162401455,0.07013554072149908,0.11274141489693112,0.10121102786312652,-1,0.17419857116493653,0.08319281400972645,0.15992949771026388,-1
.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
