model,prof,paabo,has,analysed,dna,from,part,of,a,leg,bone,of,a,man,that,lived,in,western,siberia,around,45,000,years,ago,.
dna,0.21240351220609432,-0.2833940560810173,-1,0.5748065375890563,1.0,-1,0.20018838776415238,-1,-1,0.20458432245047864,0.36846311588281777,-1,-1,0.18222223724606335,-1,0.1633012566138904,-1,0.016386256285902734,0.03110544076126376,0.16860357258368475,0.062108340611048085,0.22729718329256854,0.1872541006821289,-1
analysis,0.5484119208784207,-0.0568585250685425,-1,0.5554234650284612,0.6279804068184603,-1,0.30953441952892924,-1,-1,0.13134783476112089,0.21985270177590377,-1,-1,0.1414494446787925,-1,0.08451303192706872,-1,0.10594389522065628,-0.05174725520518875,0.23768212911164077,0.05119369430900744,0.2529305436634415,0.21670817855690605,-1
of,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
a,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
45,000-year-old,-0.3301297867635338,0.37324527311528066,-1,-0.41398227889991546,-0.32823012441935884,-1,-0.4930644951931811,-1,-1,-0.401758821491093,-0.21736442862061955,-1,-1,-0.2529296259171161,-1,-0.45447367081423873,-1,-0.4541176205530424,-0.18282724185459887,-0.5366702163002093,-0.23628650053811207,-0.50466176419077,-0.4630248746296197,-1
human,0.13322148563329173,-0.29948010085094756,-1,0.1747928459408612,0.32527364194947417,-1,0.29599302548315476,-1,-1,0.23196356177570787,0.3107925479225657,-1,-1,0.26384253557715565,-1,0.1809454990346776,-1,0.33684624336880864,0.015422675883471348,0.2976767471289745,0.06064849226374869,0.2777350885257288,0.22809785266059612,-1
has,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
helped,0.21844598102287005,-0.31293732150764075,-1,0.27217817775345066,0.2067219138434303,-1,0.43157976835009415,-1,-1,0.40707620241067155,0.15477772433684844,-1,-1,0.4043204039543541,-1,0.3144652627767458,-1,0.30601548765810627,-0.022557760275061733,0.4001508938682825,0.13081741340941733,0.41820179849783523,0.39039783585310395,-1
scientists,0.5010710366134502,-0.1796042501849895,-1,0.6526638382246741,0.44643210498575214,-1,0.38665086837971474,-1,-1,0.10542031474893743,0.25094295243911136,-1,-1,0.3382067091954831,-1,0.31687193701370475,-1,0.33008021351032535,0.0806497774874877,0.36146799211550606,0.20710781357620967,0.37211774501335393,0.3948246906833658,-1
pinpoint,-0.016379074535723737,-0.20407275729705354,-1,0.030705670374266303,0.22066589886895382,-1,0.028206935456620785,-1,-1,0.019388392235691887,0.21242495244454895,-1,-1,0.15996417829500276,-1,0.11716583866942987,-1,0.11869349889024772,0.14254941036558022,0.05770779201305143,0.03814403794857624,-0.08984440108912706,-0.052869426258083996,-1
when,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
our,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
ancestors,0.036635033536918216,-0.054839447547219144,-1,0.1934975897553679,0.34172070037499447,-1,0.14319408870905825,-1,-1,0.20156864932545027,0.21008049245266225,-1,-1,0.13734021838492894,-1,0.32851947332929554,-1,0.17662325403404622,0.11143145971394519,0.12548377489971851,0.05496463810594365,0.16054182259641236,0.15968771689695915,-1
interbred,-0.14523261734941384,0.34961724886049694,-1,-0.11771642930578907,-0.17038428772539738,-1,-0.41831781469824825,-1,-1,-0.2988602190035996,-0.06305340283933258,-1,-1,-0.21956503732387733,-1,-0.039292842502914205,-1,-0.15388761652984462,-0.053650635503998734,-0.3123957378598343,-0.07213828676618284,-0.32595277457593097,-0.29526399141713644,-1
with,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
neanderthals,0.0415634053920203,0.09577921165299852,-1,0.2926890930898949,0.2048933799724838,-1,-0.2017114619299798,-1,-1,-0.1887623911183054,0.10771412472408781,-1,-1,-0.13832550978008573,-1,0.18879084099150223,-1,0.09550693119303233,0.34473411697014933,-0.0013452187975888652,0.30761970839071384,0.08319281400972645,0.15992949771026388,-1
.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
