model,``,the,amazing,thing,is,that,we,have,a,good,genome,of,a,45,000-year-old,person,who,was,close,to,the,ancestor,of,all,present-day,humans,outside,africa,'',he,told,bbc,news,.
dna,-1,-1,0.3060284285474111,0.13690897560828308,-1,-1,-1,-1,-1,0.22135785839342625,0.48619286645178217,-1,-1,-0.32823012441935884,0.29553318677859786,-1,-1,0.09597984050124286,-1,-1,0.3024962066709027,-1,0.25034026634891504,0.12686111493224939,0.3733377689758246,0.10382553897892088,0.17181152167416225,-1,-1,-1,0.18275066881800672,0.1934973070808288,-1
analysis,-1,-1,0.3392634632773115,0.24593878117493917,-1,-1,-1,-1,-1,0.34914321316822394,0.3461652458323755,-1,-1,-0.4204670547607434,0.23060849437150166,-1,-1,0.18493289760044374,-1,-1,0.04363350579603653,-1,0.26787545019213865,-0.05285034359073815,0.32966936708788164,0.11605937969924174,0.3138392146906859,-1,-1,-1,0.5604469410989038,0.4551941954910771,-1
of,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
a,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
45,000-year-old,-1,-1,-0.4594199996707642,-0.4116211054317622,-1,-1,-1,-1,-1,-0.5113684645897978,-0.1285070480576247,-1,-1,1.0,-0.37625160968873317,-1,-1,-0.49257759407914703,-1,-1,0.0170040135433438,-1,-0.6046267687580771,-0.0195008678681321,-0.5097953190740547,-0.4492833678831909,-0.5482142901713218,-1,-1,-1,-0.4409889008407366,-0.40246480232811965,-1
human,-1,-1,0.26867866902684034,0.29962830666266327,-1,-1,-1,-1,-1,0.36360137325354014,0.5465216602955838,-1,-1,-0.28773343576130794,0.39201755325677357,-1,-1,0.23961269771148808,-1,-1,0.3749856778972174,-1,0.3414139741710751,0.003936072674550872,0.36468159665665434,0.38387239433038856,0.25096718103329985,-1,-1,-1,0.15752479962852572,0.2873648763928274,-1
has,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
helped,-1,-1,0.3701445560868648,0.2865873958222602,-1,-1,-1,-1,-1,0.48775927037497424,-0.008789211232216099,-1,-1,-0.5562766577094127,0.4342251772865455,-1,-1,0.4534845585878593,-1,-1,0.0133615619070524,-1,0.39877741906399056,-0.14509638690495863,0.2746604870196223,0.3576242090489702,0.4251053384328475,-1,-1,-1,0.2686781096162121,0.2869717706043877,-1
scientists,-1,-1,0.3831715455562874,0.35965640354559525,-1,-1,-1,-1,-1,0.3678696839064024,0.3200004001735559,-1,-1,-0.5361766908310668,0.4306983797224946,-1,-1,0.2603893594878617,-1,-1,0.06955554898262784,-1,0.3348834896552473,0.08560770341742996,0.5883245176963328,0.3318802572105799,0.3207463161777845,-1,-1,-1,0.26352921418917374,0.32206247517030595,-1
pinpoint,-1,-1,0.14520634299538382,0.2645127657119606,-1,-1,-1,-1,-1,0.15316810408444592,0.1688499103169101,-1,-1,-0.18790575658133268,0.25820715270466543,-1,-1,0.3591480912138443,-1,-1,0.2991178409990132,-1,0.09091579139888306,0.13715625231050388,0.3094797015980848,0.295646926528111,-0.004386066915146536,-1,-1,-1,-0.06391311339889527,-0.06486115577432305,-1
when,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
our,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
ancestors,-1,-1,0.30009072084713606,0.12332517594409864,-1,-1,-1,-1,-1,0.21699735943933796,0.5019171956492708,-1,-1,-0.27186887868526344,0.2294860480728338,-1,-1,0.15166359039064603,-1,-1,0.36656455755897466,-1,0.2810737645384489,0.19974050213767502,0.3530375850044871,0.16319421651709087,0.0901828801997121,-1,-1,-1,0.009430025972697598,0.1142040095425344,-1
interbred,-1,-1,-0.18139897330896781,-0.2932085763099683,-1,-1,-1,-1,-1,-0.2386281764725613,-0.03152060717346705,-1,-1,0.248406706447577,-0.26193906262379296,-1,-1,-0.2272801247337608,-1,-1,0.008520551402041665,-1,-0.20896838943674378,0.12575885961880706,0.09627811286667232,-0.3638538364562083,-0.24729105102878646,-1,-1,-1,-0.24984141355267808,-0.2376499480407981,-1
with,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
neanderthals,-1,-1,-0.009423175145060192,-0.028553652825698883,-1,-1,-1,-1,-1,-0.0697517356339612,0.2596201615503736,-1,-1,-0.21602100819349945,-0.01660299263315035,-1,-1,-0.021307117465170666,-1,-1,0.15683481067837945,-1,0.0279766205341776,0.3944147992046181,0.6266139158500166,-0.02880767735876688,0.0792415347557337,-1,-1,-1,-0.02506008190450104,0.0231794389799177,-1
.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
