model,the,city,in,western,germany,is,putting,2,500,police,officers,on,the,streets,for,the,week-long,event,.
cologne,-1,0.3935120495638653,-1,0.40109503162983917,0.4099012710206512,-1,0.024030775220324596,0.15248920074245798,0.39542195664672874,0.25600693179017875,-1,-1,0.38862092709980356,-1,-1,0.18235716358811704,0.2862097455096404,-1
has,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
beefed,-1,-0.12102187779120044,-1,-0.15407214656385593,-0.17796470982072998,-1,0.1868515644254758,0.019683168229079007,-0.008107414156212522,0.0037833326817527935,-1,-1,0.14431840359961678,-1,-1,0.01599114289032666,-0.10486034423545498,-1
up,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
security,-1,0.4018162042701283,-1,0.4660491778583147,0.2500362231223876,-1,0.4396957767313543,0.31784551219551327,0.565747708328155,0.6194562063854752,-1,-1,0.36707141941259236,-1,-1,0.026503961804854037,0.26720180142158934,-1
for,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
the,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
city,-1,1.0,-1,0.5571054335050456,0.5315081862890454,-1,0.3764974126476278,0.4069364118992477,0.35463512964880806,0.30646262654150114,-1,-1,0.5827813485259712,-1,-1,0.041507267071876686,0.44119367517073504,-1
's,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
annual,-1,0.2644611777776117,-1,0.14963336490305756,0.2156155277638988,-1,0.24640584180609293,0.36617765981597117,0.16838560215376108,0.140953521116841,-1,-1,0.22623783303474554,-1,-1,0.3000738381868371,0.5923997855236858,-1
carnival,-1,0.23665521845235882,-1,0.122421634601663,0.13494118992109638,-1,0.014258150227128619,0.01852915541601119,0.03100759706397882,-0.09377814291878028,-1,-1,0.31801186768594436,-1,-1,0.3128052476517711,0.4151423046419189,-1
after,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
many,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
women,-1,0.4356002968218844,-1,0.4282866326244221,0.5744799118090362,-1,0.5275568121042994,0.5221523606002281,0.36671998271613515,0.45816393989675497,-1,-1,0.3569705433191628,-1,-1,0.014858707452111708,0.5002033193560601,-1
suffered,-1,0.2757119426145149,-1,0.17846423660775768,0.35039295339003473,-1,0.23219373916609198,0.18610717307745017,0.24241822431668236,0.279632429222633,-1,-1,0.06177757937470263,-1,-1,0.10369750856720761,0.26179505087651533,-1
sexual,-1,0.1659374281250574,-1,0.1696408314543847,0.16588819200842297,-1,0.3174234333412643,0.2710192850337094,0.29269184608122656,0.31042536856708636,-1,-1,0.1690191349650514,-1,-1,0.10464292092621374,0.26978498056529776,-1
assaults,-1,0.1458413713772614,-1,0.09402895604745942,0.14158863017553802,-1,0.3037613460259767,0.24671128709813206,0.23469970564458265,0.32754948684166596,-1,-1,0.2548566670930341,-1,-1,0.16679924690747994,0.2976353926087918,-1
and,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
robberies,-1,0.05412037386062396,-1,0.24398323673554811,0.09941068700456579,-1,0.04048247659441517,0.08348573991976271,0.2542091580806858,0.30293259581885157,-1,-1,0.21773497465741987,-1,-1,0.26720880999484875,0.18128422468024796,-1
there,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
on,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
new,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
year,-1,0.46777863179315693,-1,0.28874525902949033,0.5174376353559563,-1,0.43866600711609904,0.5539009021025446,0.31681076309024725,0.3209418239211135,-1,-1,0.32932473784889593,-1,-1,0.1928917329563189,0.6022499819810959,-1
's,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
eve,-1,0.2162515292783629,-1,0.030873423582186255,0.16968991638742814,-1,0.12739228211076403,0.15179828320696453,0.02631360543269423,0.01058808588365412,-1,-1,0.25427539749274586,-1,-1,0.3695743213694265,0.41111957217589246,-1
.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
