model,police,reported,1,362,criminal,incidents,across,canada,motivated,by,hate,a,5,%,increase,from,the,previous,year,.
hate,0.32355282629134763,0.35821153989331034,-0.2458830733457722,0.49543730129985486,0.5223214302022812,0.19723573779137205,0.20376409210678514,0.44916816271412974,-1,1.0,-1,-1,-1,0.2450043326327257,-1,-1,0.18502782278410967,0.19990036589383609,-1
crimes,0.3461981626404468,0.41605111865795064,-0.23642313785296776,0.6661589788153854,0.6269882582628459,0.23483224398154134,0.33567904593027476,0.43327080177716115,-1,0.7560954175803669,-1,-1,-1,0.27569046744903614,-1,-1,0.3996893660443933,0.3416363733778749,-1
reported,0.5007526449916957,1.0,-0.33639412290260395,0.402258978531262,0.5865721598021241,0.3770466418617828,0.39683903406717036,0.18426362164055776,-1,0.35821153989331034,-1,-1,-1,0.45755429072844045,-1,-1,0.4437704958788139,0.5958786440556761,-1
in,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
canada,0.3236956582100039,0.39683903406717036,-0.6474692894112637,0.3230805071406744,0.31072644875359956,0.5125241831011778,1.0,0.09361447325089212,-1,0.20376409210678514,-1,-1,-1,0.3391188633512503,-1,-1,0.36238948292425466,0.5748226923654293,-1
rose,0.20167246642338832,0.4991216915488994,-0.4779635767946506,0.03564355658081941,0.19320497554645222,0.3186328847700869,0.4013915005590756,0.07705565068691389,-1,0.1121801630770125,-1,-1,-1,0.560239301968664,-1,-1,0.3448302942998266,0.5675325126429843,-1
slightly,0.13499071105918614,0.406812299579667,-0.5036956712649183,0.07243550333720394,0.3649074020101317,0.37387849782434013,0.27794540171526394,0.36267365288698405,-1,0.1601612877840093,-1,-1,-1,0.5287914298812558,-1,-1,0.3712889989892997,0.5452350196661052,-1
in,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2015,0.3429252370349558,0.5498202837447207,-0.5384311733138833,0.3551228526603385,0.43153896215406506,0.39728409584952207,0.5654191213174102,0.09563766182246691,-1,0.22348023336680733,-1,-1,-1,0.5479181642066605,-1,-1,0.5590834079968208,0.7809653280441993,-1
driven,0.3285249374931972,0.36477558301243884,-0.5557258778005685,0.19886188338770605,0.25999896863893257,0.4290100184772436,0.3327540469350845,0.39826770952478685,-1,0.15297419463308481,-1,-1,-1,0.4078329002213593,-1,-1,0.17106735675326112,0.42963100441109836,-1
mainly,0.38921610698704723,0.5280708550944953,-0.5964682607524288,0.35237218063824893,0.45818652543158545,0.5707273174522061,0.6036614919710576,0.2813363240470276,-1,0.30409472656386605,-1,-1,-1,0.46714012467051447,-1,-1,0.2882794933926893,0.499177997379211,-1
by,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
incidents,0.43445563745078897,0.5865721598021241,-0.2356257329590412,0.5077037924720152,1.0,0.42526267385501904,0.31072644875359956,0.24728160347929262,-1,0.5223214302022812,-1,-1,-1,0.4348984653840252,-1,-1,0.4790291967737572,0.4353888846893197,-1
targeting,0.36549424225552496,0.39585019749663575,-0.42962085185429877,0.4503477248518133,0.4560467693869805,0.36095798868856,0.422537473814818,0.47607518412493777,-1,0.39531138078582306,-1,-1,-1,0.30568653606517926,-1,-1,0.19221681044951366,0.34774784114530966,-1
muslims,0.29006149775779466,0.2680904131073675,-0.4566149181395298,0.25034449655272084,0.3152569675069816,0.44836504217456175,0.5347629119780116,0.3438406745692868,-1,0.3475692685020819,-1,-1,-1,0.24695342834606349,-1,-1,0.13388958448501143,0.2749325656289501,-1
arabs,0.08356294890793059,0.04370616409256267,-0.12083709924762243,0.05075631451090734,0.1353366644765699,-0.0029467081804839257,0.1659404620369288,0.2036119219258563,-1,0.2033859058688896,-1,-1,-1,0.08138111685694882,-1,-1,-0.004535822221781283,-0.031681325403128735,-1
and,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
west,0.5935658522217445,0.3756856544265186,-0.5195687541783314,0.24560901260377443,0.31676214458804663,0.5714778923759773,0.6299440329775726,0.013306545001558368,-1,0.17783994622940602,-1,-1,-1,0.2998520961254245,-1,-1,0.23714458347283696,0.4105301828168596,-1
asians,0.1612405628837471,0.04588809312358566,-0.04247653232444848,-0.09659919954964158,0.027938637770365093,0.24521813024811412,0.18479781724785016,0.11822278038973466,-1,0.045723228949065,-1,-1,-1,0.012841253495575633,-1,-1,-0.13382498888355965,-0.05705935515357652,-1
say,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
official,0.4811440670531739,0.6731942041726675,-0.3862131379107947,0.4835904535704145,0.3301829055404477,0.3126081849813712,0.4667075674383714,0.018743665578682456,-1,0.2723921621002754,-1,-1,-1,0.3907044535449249,-1,-1,0.5112892326319736,0.5443738934796347,-1
figures,0.3952290858582219,0.7225229008364709,-0.36688458225853715,0.3958222369815301,0.5096621017354818,0.45328270502791135,0.4391617003200279,0.08080241277619316,-1,0.28198077576013314,-1,-1,-1,0.5913284979654458,-1,-1,0.5812250522455791,0.63149805088546,-1
.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
