model,'',plans,were,submitted,to,the,department,of,health,in,october,and,the,council,hopes,to,launch,the,academy,in,april,while,contributing,about,â,#,120,000,a,year,with,local,schools,matching,its,total,.
a,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
council,-1,0.5483487898117739,-1,0.5179793915803202,-1,-1,0.5353350231402565,-1,0.41751129156178746,-1,0.36219980658712325,-1,-1,1.0,0.35039079022748587,-1,0.2749005500890841,-1,0.350075709816724,-1,0.3610488307161541,0.3983106961312888,0.14205758223300013,-1,-1,-1,0.07896808785330522,-1,0.37008731485163837,-1,0.5560110869058573,0.3939851169600045,0.023501659188621238,-1,0.3825632807863659,-1
plans,-1,1.0,-1,0.6435166955722441,-1,-1,0.5152797051250337,-1,0.3512271064697303,-1,0.3877583631753926,-1,-1,0.5483487898117739,0.4630852579316438,-1,0.5604655264812387,-1,0.2998118919215519,-1,0.39653789707617704,0.4489953496106136,0.29153982707934656,-1,-1,-1,0.22235394636737904,-1,0.4969475342127161,-1,0.5012955375326976,0.4322019364980594,0.036225826533105354,-1,0.43020328213869286,-1
to,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
employ,-1,0.26277357127582524,-1,0.14596865913759904,-1,-1,0.20140255347468572,-1,0.16620323917151558,-1,0.11326481698933288,-1,-1,0.14064787157879366,0.19988469542761444,-1,0.17565861766151258,-1,0.16779310261952096,-1,0.14840417939310468,0.29960531254509437,0.33364089872066693,-1,-1,-1,0.5960581273087242,-1,0.28540333312895694,-1,0.3450523179379551,0.37743043887488714,0.11688835060157954,-1,0.35354610550238696,-1
its,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
own,-1,0.5111685042955425,-1,0.3431401055904424,-1,-1,0.47093552230958036,-1,0.4088951785409003,-1,0.2878842512126836,-1,-1,0.34748958374261774,0.3675456431769243,-1,0.4445623211157982,-1,0.3186012158407162,-1,0.29886118545429774,0.5131944741856378,0.1335241725412405,-1,-1,-1,0.07525069276476326,-1,0.41734470215806163,-1,0.42396859471677717,0.41345408081576096,0.2690637233721499,-1,0.45563476452121665,-1
staff,-1,0.3892964253532063,-1,0.2368269770182534,-1,-1,0.5287431365200129,-1,0.4921265011806476,-1,0.3136399060121068,-1,-1,0.4105894861841257,0.2743538667542952,-1,0.20159019391054722,-1,0.4453039295697947,-1,0.3199390684382075,0.5264011420961779,0.16672872452813914,-1,-1,-1,0.24461260584342392,-1,0.45330310562232823,-1,0.48601061791341804,0.5524445209612179,0.05633327434549773,-1,0.4362218235507962,-1
to,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
help,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
young,-1,0.20563640053054832,-1,0.08101350934022544,-1,-1,0.3130667314263653,-1,0.420468902943243,-1,0.23359411730549473,-1,-1,0.17507461722314355,0.31915572258887903,-1,0.11990013184539394,-1,0.3662841783967894,-1,0.2599422837942633,0.5721910545165405,0.3672977559680879,-1,-1,-1,0.2409624357864949,-1,0.4509361569790882,-1,0.5327795674938745,0.49353484452716256,0.3406600647103162,-1,0.40195179707856044,-1
people,-1,0.34388932599621147,-1,0.21439276108988514,-1,-1,0.4072881321652596,-1,0.4289706346603417,-1,0.3862729480122279,-1,-1,0.2562250746911965,0.2137879865974911,-1,0.2861322193832374,-1,0.18500479810876902,-1,0.421825567158842,0.5673980278573347,0.3240558226684074,-1,-1,-1,0.5745471101554702,-1,0.5359879052284826,-1,0.536607725021832,0.43116071854370097,0.17158221414678354,-1,0.5448272237499586,-1
with,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
mental,-1,0.21600316666392794,-1,0.08170571009654437,-1,-1,0.4939687686526124,-1,0.830658311995454,-1,0.1494979016576662,-1,-1,0.24880837221340735,0.157482403337467,-1,0.09082535049479967,-1,0.22502051928771571,-1,0.15458639929131068,0.4285177658957763,0.2379546110043924,-1,-1,-1,0.15353005582574664,-1,0.2915615555308251,-1,0.42761125383029286,0.38801737846718276,0.023676655648665834,-1,0.3427225227144659,-1
health,-1,0.3512271064697303,-1,0.19119364054150956,-1,-1,0.6992733457576611,-1,1.0,-1,0.21932242290543436,-1,-1,0.41751129156178746,0.23797483605016734,-1,0.15636088114268332,-1,0.2121272158296521,-1,0.22584857710738404,0.45895862420584854,0.2297577595854604,-1,-1,-1,0.08575112000080798,-1,0.37405285722093606,-1,0.4960922292002572,0.45388802812797446,-0.10195569878011534,-1,0.3475539844909554,-1
problems,-1,0.339103962535271,-1,0.19104068049395195,-1,-1,0.3616492712452104,-1,0.6413673393317475,-1,0.2373859163205556,-1,-1,0.21406557305357365,0.3077364872576016,-1,0.24611453775752978,-1,0.20273480619265416,-1,0.24675555235014413,0.48391131659193687,0.3306433834795851,-1,-1,-1,0.10995489105921097,-1,0.4067176902865681,-1,0.3947914671253463,0.35793836092008846,0.06102555201282012,-1,0.41252604262069037,-1
.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
