model,local,nhs,commissioning,groups,could,also,contribute,â,#,100,000,a,year,and,local,businesses,are,being,asked,to,help,out,financially,as,well,.
a,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
council,0.5560110869058573,0.6220660555412165,0.15153552188267783,0.28977330691442604,-1,-1,0.2652361971738548,-1,-1,0.2381049291572267,-1,0.37008731485163837,-1,0.5560110869058573,0.41963650937966124,-1,-1,0.4311198744311492,-1,-1,-1,0.13347604659995715,-1,0.26750527927066203,-1
plans,0.5012955375326976,0.43705138750189454,0.08873784010449748,0.3075815590984593,-1,-1,0.4077807976439751,-1,-1,0.2965639785345181,-1,0.4969475342127161,-1,0.5012955375326976,0.5241241795352709,-1,-1,0.4457890945017965,-1,-1,-1,0.20952919190631136,-1,0.336053344671019,-1
to,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
employ,0.3450523179379551,0.31894478328996945,0.007572716535215407,0.28309703723605695,-1,-1,0.5834129299799052,-1,-1,0.5785818450541383,-1,0.28540333312895694,-1,0.3450523179379551,0.5609374716147377,-1,-1,0.3281936759461861,-1,-1,-1,0.34316740606102525,-1,0.24708557769078188,-1
its,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
own,0.42396859471677717,0.3661914010167937,0.07136896750834465,0.37889878595262494,-1,-1,0.39154201484298556,-1,-1,0.2691042659881334,-1,0.41734470215806163,-1,0.42396859471677717,0.5416062719940663,-1,-1,0.3964416881944436,-1,-1,-1,0.15547038285471482,-1,0.4607797501372246,-1
staff,0.48601061791341804,0.5945383853886262,0.11032431311988022,0.2823192028658432,-1,-1,0.35844054974632167,-1,-1,0.3914578854341868,-1,0.45330310562232823,-1,0.48601061791341804,0.5760952129300887,-1,-1,0.4893773902470848,-1,-1,-1,0.2835603287493782,-1,0.4671940086144053,-1
to,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
help,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
young,0.5327795674938745,0.363676018089543,0.13895957752496468,0.5051810744318181,-1,-1,0.35428414211571146,-1,-1,0.37396391025973985,-1,0.4509361569790882,-1,0.5327795674938745,0.6028709716536955,-1,-1,0.44163009269502473,-1,-1,-1,0.2347288681893286,-1,0.48461080905529186,-1
people,0.536607725021832,0.4014116449174471,0.08034467204883833,0.44504525446424226,-1,-1,0.43487844205528614,-1,-1,0.664411562529398,-1,0.5359879052284826,-1,0.536607725021832,0.6513706085572937,-1,-1,0.4991102964125682,-1,-1,-1,0.240039136029234,-1,0.3714185814529334,-1
with,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
mental,0.42761125383029286,0.5408389648772053,0.010698304315609919,0.3225231099460406,-1,-1,0.28676396389572145,-1,-1,0.2682452163131521,-1,0.2915615555308251,-1,0.42761125383029286,0.4298310959228778,-1,-1,0.2776961444207692,-1,-1,-1,0.19361319369459895,-1,0.3519374041547161,-1
health,0.4960922292002572,0.7181832707154857,0.13916518050821403,0.34489494500540996,-1,-1,0.3000320513333775,-1,-1,0.24406052149377888,-1,0.37405285722093606,-1,0.4960922292002572,0.49147821697233174,-1,-1,0.3808221969344471,-1,-1,-1,0.16697988137573905,-1,0.3444281495504704,-1
problems,0.3947914671253463,0.40790069983110144,0.11243192583907691,0.3653470556145597,-1,-1,0.33562888777511213,-1,-1,0.22785912780316186,-1,0.4067176902865681,-1,0.3947914671253463,0.5014609725576937,-1,-1,0.3195184217496472,-1,-1,-1,0.17980568475885927,-1,0.394673780757963,-1
.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
