model,he,won,friday,'s,vote,comfortably,getting,6,514,votes,more,than,the,other,three,candidates,combined,.
zac,-1,0.10241444758444296,-0.1789765241433976,-1,0.03457027638877419,0.14661031283604897,-0.24371980743574606,-0.04994898548543247,0.025478875150682145,-1,-1,-1,-1,-0.1895310228248459,0.1841006971450071,-0.18143502553946123,-1
goldsmith,-1,0.23907697242656079,0.006997411513342544,-1,0.13367474278946023,0.23693303906003116,-0.08883442290741228,-0.1916389973751378,0.11103296921549777,-1,-1,-1,-1,-0.05272099907313743,0.20202242463551834,-0.048375453044783745,-1
will,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
contest,-1,0.49072718064000087,0.3635586891203455,-1,0.5176530403131333,0.3983818966383432,0.27231461448325944,-0.47868676174988956,0.45741970076113037,-1,-1,-1,-1,0.311513731715397,0.4891948176546561,0.37665044668591885,-1
the,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2016,-1,0.6019707359832333,0.6639894286571824,-1,0.5610671466751623,0.30962068531677167,0.3228133890569347,-0.5695354078513579,0.5561588888432354,-1,-1,-1,-1,0.4987825642898561,0.4001187395866629,0.5544237466956141,-1
london,-1,0.45293952659892045,0.48840511123453645,-1,0.31020807684994733,0.16788936369778917,0.28141868535249315,-0.5542199196977333,0.3127194123145689,-1,-1,-1,-1,0.4334527193819804,0.3068503699217412,0.4965755686997897,-1
mayoral,-1,0.30705341569558187,0.14953396177470557,-1,0.30697287934520845,0.10623490494287191,-0.06531775612018476,-0.26140029901198125,0.2866711623847571,-1,-1,-1,-1,0.08773411540825582,0.5014406719449989,0.1629188042221863,-1
election,-1,0.5219870166846926,0.5144777780872077,-1,0.7075290689388021,0.29670323077763316,0.32403090570462756,-0.4925917077459303,0.5583969455808537,-1,-1,-1,-1,0.3985075147077294,0.6152940095285492,0.4050812720458421,-1
for,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
the,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
conservatives,-1,0.5661439344937819,0.32441357280417216,-1,0.5871209748503311,0.4414085299892948,0.3438296288565149,-0.47811318527643176,0.645878731925426,-1,-1,-1,-1,0.44338380145083267,0.5663881310730627,0.4579490634486727,-1
it,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
has,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
been,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
announced,-1,0.3621368568514727,0.5903019175500164,-1,0.38496965143811257,0.08772296399312873,0.2620279412168979,-0.48281436174049186,0.3136526466687737,-1,-1,-1,-1,0.43082569501314005,0.1990688313839054,0.46881736320478407,-1
.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
