model,the,richmond,park,and,north,kingston,mp,said,he,was,``,honoured,'',after,winning,70,%,of,the,9,227,votes,cast,using,an,online,primary,system,.
zac,-1,0.3471897172661629,0.010801829466076551,-1,0.014394700697937135,0.28594707019117527,0.4777177897489234,-1,-1,-1,-1,0.13003731082963488,-1,-1,-0.06530853988467422,-0.2178467250537035,-1,-1,-1,-0.03880488193237741,0.025478875150682145,0.08709263438787207,-0.3189629766852682,-1,-0.32608849914894655,0.0456512944158306,-0.1876260412178572,-1
goldsmith,-1,0.33671647751957323,0.12487991765852458,-1,0.07782109284301097,0.38254337796114934,0.48382333999783245,-1,-1,-1,-1,0.22710636768076187,-1,-1,0.06325053471542952,-0.029831985093124125,-1,-1,-1,-0.20262235751236646,0.11103296921549777,0.16266853921921887,-0.20727544512379303,-1,-0.1974126168215098,0.11132176442025865,-0.10171867531451695,-1
will,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
contest,-1,0.03628901889623515,0.2822497008545217,-1,0.25413844896437976,0.10878421895942247,0.3563734585241918,-1,-1,-1,-1,0.26591326028886475,-1,-1,0.4604945850830946,0.2346569811178264,-1,-1,-1,-0.46908666066160576,0.45741970076113037,0.42592885932765956,0.18624698450754484,-1,0.18853373100273263,0.31705786575152906,0.23484432561658397,-1
the,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2016,-1,0.06509671733344624,0.4074496503344569,-1,0.39670774555355615,0.21920503076669107,0.21081388486089447,-1,-1,-1,-1,0.281951309259721,-1,-1,0.6387820509812554,0.5118030756882908,-1,-1,-1,-0.5366746719558881,0.5561588888432354,0.2851092596501794,0.25396008752087584,-1,0.39421160481890627,0.3278206112442139,0.31784906252888123,-1
london,-1,0.06401856872010825,0.5839318970225478,-1,0.6552017485578556,0.4689106762260382,0.41060960540850944,-1,-1,-1,-1,0.26147240424266016,-1,-1,0.3749610702949433,0.35944225337527724,-1,-1,-1,-0.5144800497791646,0.3127194123145689,0.2237431901630047,0.3285663567909296,-1,0.37164145803804305,0.47219382898282747,0.33115698589674614,-1
mayoral,-1,0.08051248268572486,0.21674247559176663,-1,0.2111076710682025,0.239698581654335,0.3182730336596611,-1,-1,-1,-1,0.07383288840927305,-1,-1,0.27370607286993087,-0.08424081069419276,-1,-1,-1,-0.20607154577287123,0.2866711623847571,0.19818180661468177,-0.11711221826440443,-1,-0.002606673489329081,0.3905334117172261,0.08454365717347723,-1
election,-1,0.07045519361244246,0.3088556519067993,-1,0.35240537328610877,0.11754459032130571,0.404956094577119,-1,-1,-1,-1,0.16018481369572202,-1,-1,0.5508173038400085,0.3107155058453137,-1,-1,-1,-0.4678963443807107,0.5583969455808537,0.3374112828551382,0.22459790561472714,-1,0.34005913535787546,0.3434415444994301,0.2770321028246707,-1
for,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
the,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
conservatives,-1,0.07736201991856795,0.18687178186536868,-1,0.3332469397836304,0.09105506448234613,0.5254322565214797,-1,-1,-1,-1,0.21253369871114458,-1,-1,0.4776063548603623,0.36535592468678124,-1,-1,-1,-0.3993289859195639,0.645878731925426,0.3895399514572294,0.26947812528039505,-1,0.19564980689885436,0.23390564195750807,0.20451294230846995,-1
it,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
has,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
been,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
announced,-1,0.06423424326815319,0.35493964321407967,-1,0.32402960812136583,0.22918091620346714,0.2701006313504499,-1,-1,-1,-1,0.31056549095244845,-1,-1,0.32729906097200456,0.35067656299074745,-1,-1,-1,-0.4724020571146048,0.3136526466687737,0.31302130585733856,0.3266467312269794,-1,0.3914443744471585,0.21288263475677227,0.3297398358496748,-1
.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
