model,only,someone,with,his,personal,wealth,would,have,been,able,to,afford,the,estimated,â,#,60,000,cost,of,doing,it,.
zac,-0.14320285763780038,-0.08810761839604564,-1,-1,-0.2846197719197785,-0.07341919064091651,-1,-1,-1,-0.1734484203132427,-1,-0.09485473984326198,-1,-0.19508092258032583,-1,-1,-0.27235493892096185,-0.2674597587039167,-1,-0.206271523762114,-1,-1
goldsmith,0.007158706761729028,0.08867348729388869,-1,-1,-0.1600090671343155,0.04160338236587413,-1,-1,-1,-0.03586502230878841,-1,-0.017208227799348608,-1,-0.030784168773295706,-1,-1,-0.14426600240774579,-0.09603705689701347,-1,-0.05599652595778748,-1,-1
will,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
contest,0.3819230243919054,0.25961095886958296,-1,-1,0.2990890424259035,0.1529498526628139,-1,-1,-1,0.3223008922580659,-1,0.11686572830978237,-1,0.16110111957082385,-1,-1,0.1107429256002268,0.25100919871313687,-1,0.23691756150700605,-1,-1
the,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2016,0.5269974734670705,0.2399554891900626,-1,-1,0.28134837193703355,0.1911373938753551,-1,-1,-1,0.38670692508551463,-1,0.19794985959668687,-1,0.40619556800323653,-1,-1,0.3136487880284198,0.4552592042831738,-1,0.30937646919118666,-1,-1
london,0.4206208879565432,0.2964068493854327,-1,-1,0.25556899823940105,0.2185296122998568,-1,-1,-1,0.3818125900726046,-1,0.1623018095692237,-1,0.38621190455995613,-1,-1,0.25634396887985544,0.387669157330647,-1,0.2657889071734152,-1,-1
mayoral,0.08379873947475813,-0.09231837250470254,-1,-1,-0.02203413671930532,-0.04598456018059771,-1,-1,-1,0.034797013949748545,-1,-0.047861548419584565,-1,-0.02867627964494135,-1,-1,-0.1333198669666682,-0.024898263887716876,-1,-0.03176027640524692,-1,-1
election,0.4069485864268507,0.29563030566460125,-1,-1,0.3336505466037082,0.07559011817821193,-1,-1,-1,0.325978271772272,-1,0.1438190279936662,-1,0.2398126150572487,-1,-1,0.13739610391556334,0.3326179357501289,-1,0.34546070956023633,-1,-1
for,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
the,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
conservatives,0.48101665312958175,0.3048754517255634,-1,-1,0.2689943484282845,0.12932532289025767,-1,-1,-1,0.41329022673125615,-1,0.26198922813570424,-1,0.292057150568764,-1,-1,0.2361479853134567,0.3510823050238625,-1,0.32902687989422574,-1,-1
it,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
has,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
been,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
announced,0.39848168812400986,0.23140302530539036,-1,-1,0.26612414967277065,0.19075984970719972,-1,-1,-1,0.37455668659759545,-1,0.11829419643455075,-1,0.3863071334312871,-1,-1,0.24721438903118553,0.4446270081659751,-1,0.3020870623594467,-1,-1
.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
