model,syed,kamall,came,second,with,1,477,votes,ahead,of,stephen,greenhalgh,-lrb-,864,-rrb-,and,andrew,boff,-lrb-,372,-rrb-,.
zac,0.27459643726900973,0.336387689512204,-0.15695013443569938,-0.16232992462853524,-1,-0.17171121988457805,0.025478875150682145,-0.0661233533263974,-1,0.22396345126770933,0.28276562097154856,-1,0.06060298572097533,-1,-1,0.2800271237302864,0.3793318543995021,-1,-0.21866575284576695,-1,-1
goldsmith,0.35813161133101656,0.27655729983579613,0.004432345588589626,-0.04705769012322891,-1,-0.27998304124959117,0.11103296921549777,0.07307713981044939,-1,0.3801490567278274,0.26203037156854925,-1,-0.08178009576175205,-1,-1,0.3963112904667423,0.3293880256086763,-1,-0.272871801793515,-1,-1
will,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
contest,0.053914676421269236,-0.30247767221583954,0.39366081887318205,0.4414859627387103,-1,-0.3108201244146154,0.45741970076113037,0.4300727855373334,-1,0.1242531255010959,-0.19730243137173975,-1,-0.2864192249163773,-1,-1,0.18843767417658508,-0.24339658327949665,-1,-0.2355088456199974,-1,-1
the,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2016,-0.0825761493604309,-0.49705271133283313,0.4354920193013285,0.4875660943957285,-1,-0.37988273015355034,0.5561588888432354,0.5387897659650605,-1,0.2092154758088225,-0.22283636614402358,-1,-0.20733029272323011,-1,-1,0.25383998801103114,-0.16709398523939134,-1,-0.1329440456047244,-1,-1
london,0.01963226150102848,-0.3112701095762629,0.42896434982637544,0.36785177431147065,-1,-0.38650899792114624,0.3127194123145689,0.4188273902305861,-1,0.2688056994772592,-0.1103636060026929,-1,-0.22935819232830412,-1,-1,0.3319154379955753,-0.03606557219906659,-1,-0.2323985010865519,-1,-1
mayoral,0.06963051813641397,0.011346621462109074,0.026917880163390917,0.13694262396937862,-1,-0.1854844092389869,0.2866711623847571,0.1886926862173991,-1,-0.005867669757972038,0.0025824657851669652,-1,0.1060795387466622,-1,-1,0.11104614945972813,0.16302986937491948,-1,-0.09656503247014503,-1,-1
election,-0.05453796286567525,-0.3603167090437751,0.43459761003815855,0.3971595396268517,-1,-0.34531887338084166,0.5583969455808537,0.5300219044392896,-1,0.21325952104285284,-0.19972506996434713,-1,-0.20206003021888264,-1,-1,0.2972757436569957,-0.05594146034915615,-1,-0.23351209266720918,-1,-1
for,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
the,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
conservatives,0.015279817078466373,-0.32289122199165265,0.41461611272476684,0.33751726840324336,-1,-0.38458141353249276,0.645878731925426,0.43332543862043826,-1,0.3424165631165996,-0.11850678277615456,-1,-0.26567346519189106,-1,-1,0.41292370081240726,-0.06461220308829896,-1,-0.28467480131300227,-1,-1
it,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
has,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
been,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
announced,-0.04277325279018829,-0.32983009527645324,0.42733960077598454,0.3073397226529835,-1,-0.31763909827807213,0.3136526466687737,0.4792612586906462,-1,0.36399661314319587,-0.10486283613965419,-1,-0.2596650620447509,-1,-1,0.36976392655263857,-0.07694113298039218,-1,-0.3197357378474497,-1,-1
.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
