model,the,fbu,said,it,expected,about,36,000,firefighters,to,walk,out,.
firefighters,-1,0.039247674090297724,-1,-1,0.30052151348539513,-1,0.4240779356357698,1.0,-1,0.2870748088401591,-1,-1
across,-1,0.016574257731121866,-1,-1,0.42422255717500335,-1,0.12929071128180658,0.30527156821411205,-1,0.4916528687346591,-1,-1
england,-1,0.005267025506865308,-1,-1,0.4371759980958285,-1,-0.02571272034315153,0.10617705448816772,-1,0.3799261020996121,-1,-1
are,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
on,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
a,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
four-day,-1,-0.012828258674098869,-1,-1,0.2879677405951506,-1,-0.10308821043865724,-0.06192865759087063,-1,0.1873301540708674,-1,-1
strike,-1,0.005422429455086086,-1,-1,0.3594435498494235,-1,0.0337478591688638,0.2352755243074569,-1,0.34183906409842424,-1,-1
in,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
a,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
row,-1,0.011998486997828905,-1,-1,0.3027019080350598,-1,0.0697758041525024,0.19283746621697528,-1,0.3957611771328353,-1,-1
over,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
pensions,-1,-0.29953484230852356,-1,-1,0.2919472963104317,-1,0.02485570456225572,0.1263576788822275,-1,0.10418390292896962,-1,-1
during,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
one,-1,0.021744423336159557,-1,-1,0.4365827563481808,-1,0.02384712493417218,0.2531169190522552,-1,0.4716015119030653,-1,-1
of,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
the,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
service,-1,-0.05181060478944621,-1,-1,0.45442017036952764,-1,-0.0026697510062758667,0.3662638618496693,-1,0.34992476349642576,-1,-1
's,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
busiest,-1,0.12745048979649187,-1,-1,0.28844768502648677,-1,0.010493300784912729,0.035823025034361744,-1,0.20850757400142428,-1,-1
weekends,-1,-0.04777622411218885,-1,-1,0.33310931870031846,-1,0.2531630701919634,0.33948484271483514,-1,0.35111249497075614,-1,-1
of,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
the,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
year,-1,0.009948561610392148,-1,-1,0.7030634131184204,-1,0.2748335942855892,0.2416147935773213,-1,0.4576149707771189,-1,-1
.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
