model,the,1,776,ft,-lrb-,541m,-rrb-,tower,opened,for,business,last,week,as,the,first,of,3,000,employees,of,publishing,giant,conde,nast,moved,into,their,new,offices,there,.
new,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
york,-1,-0.3265133328175245,0.08660941164664337,-1,-0.16508961220595242,-1,0.337756829913503,0.47513940141737876,-1,0.4011828642894476,-1,0.5428751876534375,-1,-1,-1,-1,0.31358736087573813,0.25262175082267,-1,0.2614466351275604,0.2627707119929703,-0.16100965070832962,-0.21612041599827703,0.4299226568552461,-1,-1,-1,0.5112847210180971,-1,-1
firefighters,-1,-0.13239052433017706,0.030368374725885716,-1,-0.1260856269586168,-1,0.3367321056681457,0.3401372170720114,-1,0.15960461370016876,-1,0.2219685666914557,-1,-1,-1,-1,0.4796127976733663,0.41168370978455227,-1,0.21241853176659842,0.09951451516819465,-0.11384954096569277,-0.29973378046998045,0.2529654040414939,-1,-1,-1,0.24432782034656308,-1,-1
have,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
rescued,-1,-0.25396916681871073,0.06587534559364705,-1,-0.1682190110724584,-1,0.32025219096432567,0.2907698319285884,-1,0.11276286581433992,-1,0.3229316576979673,-1,-1,-1,-1,0.43473038208337766,0.37326777026833635,-1,0.25620810219468493,0.13343585267971925,-0.11628282159362668,-0.27629277003177677,0.45252900263409734,-1,-1,-1,0.26234516439668465,-1,-1
two,-1,-0.2758258893675807,0.08503124953549901,-1,-0.26882080131826647,-1,0.3133321122454946,0.42558316365023907,-1,0.408106061794169,-1,0.6318699402809922,-1,-1,-1,-1,0.472729245550517,0.5275830076046961,-1,0.30034009838588316,0.31120205597826833,-0.3113569624366499,-0.467854342446574,0.5421796634318209,-1,-1,-1,0.40328988082302397,-1,-1
window,-1,-0.21186468990423046,-0.08265607350469661,-1,-0.11666784682337616,-1,0.25633247799316616,0.4915503166943156,-1,0.25866263547365365,-1,0.34840458941218466,-1,-1,-1,-1,0.22499552587005422,0.09149573678270229,-1,0.3367670402276437,0.12590116452827527,-0.20809572149714084,-0.2802815230765845,0.3527482421139647,-1,-1,-1,0.3239174242563616,-1,-1
cleaners,-1,-0.10732077136369877,0.0007584780961931159,-1,-0.13107083151538035,-1,0.3046249077670291,0.0966896072112664,-1,0.01704085852057957,-1,-0.12085881375637841,-1,-1,-1,-1,0.08062417060576021,0.19964762052638285,-1,-0.0046862758687682415,0.025677669565250416,-0.0671997720591877,-0.1829722361659889,0.16313799984645128,-1,-1,-1,0.335947716607783,-1,-1
who,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
were,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
