model,the,pair,will,receive,8,million,swedish,krona,-lrb-,â,#,744,652,-rrb-,from,the,committee,.
uk-born,-1,-0.022060025177253584,-1,0.02628561470847879,-1,0.2929306477347131,-0.09127507505487342,-0.0021109330633493073,-1,-1,-1,0.18511439459177725,-1,-1,-1,-0.23630091139896003,-1
oliver,-1,0.28387449502318285,-1,0.04950336501544039,-1,0.1740973873104874,0.42026160735089313,-0.1604728081467146,-1,-1,-1,-0.44756164534118037,-1,-1,-1,0.16470841264308544,-1
hart,-1,0.27161407027192763,-1,0.07259330176416212,-1,0.05530021211963654,0.6237828410432028,0.23776955287814527,-1,-1,-1,-0.4422251813073932,-1,-1,-1,0.24069887586703465,-1
and,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
bengt,-1,-0.4746807798675554,-1,-0.4867910868489411,-1,-0.33668556826638696,-0.5544996686737957,-0.0033569509244870677,-1,-1,-1,0.7589168149538036,-1,-1,-1,-0.3505289352819443,-1
holmstrom,-1,-0.35658743540664695,-1,-0.45295017021226647,-1,-0.26156471400964953,-0.5351900272223125,-0.0501550791884775,-1,-1,-1,0.721040441416437,-1,-1,-1,-0.2224354893406546,-1
of,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
finland,-1,0.1253588957731252,-1,0.032450220985852596,-1,0.03800240319189163,0.5325596998230144,0.5055180361785231,-1,-1,-1,-0.34905117653344764,-1,-1,-1,0.1564150846216903,-1
have,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
won,-1,0.4443357406767696,-1,0.3391427223208281,-1,0.2599617961862194,0.3241686640979291,-0.05421162989009698,-1,-1,-1,-0.5020461078234959,-1,-1,-1,0.33898748927686717,-1
the,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
nobel,-1,0.10946292946219205,-1,0.22463354893681797,-1,-0.14821937475228664,0.29219739637621855,-0.0773185871690627,-1,-1,-1,-0.16064618596036673,-1,-1,-1,0.32070940933820713,-1
economics,-1,0.10679363163892408,-1,0.10865932720396965,-1,0.1103471843776298,0.6710219933241041,0.6959934509007988,-1,-1,-1,-0.41711313702291086,-1,-1,-1,0.12198347814241361,-1
prize,-1,0.26907060353126777,-1,0.4990207793496171,-1,0.15802915526170125,0.38543390815945555,-0.11478906171443981,-1,-1,-1,-0.4410305298017809,-1,-1,-1,0.23322642401767035,-1
for,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
work,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
on,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
contract,-1,0.25035396024665135,-1,0.34282440120624924,-1,0.13337182025974892,0.2972356059011839,-0.039752766275425566,-1,-1,-1,-0.46005560592583317,-1,-1,-1,0.21222221915920336,-1
theory,-1,0.2244190063926219,-1,0.23352960369476172,-1,0.08594699639929071,0.23376804414015306,-0.07173888437805642,-1,-1,-1,-0.4187407935170482,-1,-1,-1,0.15712233024297784,-1
.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
