model,they,were,found,4,300,metres,below,the,surface,of,the,atlantic,ocean,but,he,has,n't,said,exactly,where,they,were,spotted,.
internet,-1,-1,-1,0.015424272232370195,0.23834713375466854,0.4089831108960411,-1,0.5884923438017715,-1,-1,0.37776890259990226,0.39048151321417346,-1,-1,-1,-1,-1,0.24440300807918258,-1,-1,-1,0.358166799761936,-1
giant,-1,-1,-1,-0.058961967013606564,0.18350271969880305,0.28475928742107126,-1,0.39051909196655266,-1,-1,0.2441333719840183,0.29965414075360686,-1,-1,-1,-1,-1,0.12672434422016599,-1,-1,-1,0.2147023955873344,-1
amazon,-1,-1,-1,-0.04043372791912914,0.07076548991524101,0.12580158475599257,-1,0.3052495859669353,-1,-1,0.34650017425969426,0.331607271730744,-1,-1,-1,-1,-1,0.19477848077794757,-1,-1,-1,0.1462880525135022,-1
's,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
owner,-1,-1,-1,-0.3028108032105812,0.07041062472464743,0.11185796711812745,-1,0.283111516107043,-1,-1,0.28063530381476487,0.35668519775654084,-1,-1,-1,-1,-1,0.25417504018514125,-1,-1,-1,0.31897161062144197,-1
jeff,-1,-1,-1,-0.3268427462483905,-0.15222404448460858,-0.16846414297466628,-1,-0.053502956090489606,-1,-1,0.21319693414889318,0.18754778495541846,-1,-1,-1,-1,-1,0.04878675858170933,-1,-1,-1,0.08463943575889299,-1
bezos,-1,-1,-1,-0.3123474260190606,-0.3605180146192788,-0.35024271209977753,-1,-0.3211699560420831,-1,-1,0.06878787401047637,-0.002631534744272024,-1,-1,-1,-1,-1,-0.1187243783692633,-1,-1,-1,-0.10231354781465263,-1
has,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
made,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
an,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
amazing,-1,-1,-1,-0.02552607480419411,0.22787342369946662,0.2826651978258121,-1,0.42202768525868994,-1,-1,0.08888015146298467,0.15734135715009467,-1,-1,-1,-1,-1,0.47392535318002016,-1,-1,-1,0.39667838226573426,-1
underwater,-1,-1,-1,-0.0260057897659578,0.2666484366668782,0.15146021620570438,-1,0.4818674079770562,-1,-1,0.31998873616456325,0.3547870177372012,-1,-1,-1,-1,-1,0.11536759900591309,-1,-1,-1,0.4264221194203113,-1
discovery,-1,-1,-1,-0.12849213291624006,0.18582723380206334,0.2782288298834936,-1,0.5000815901525782,-1,-1,0.25700625387560605,0.29905785727153866,-1,-1,-1,-1,-1,0.38830517579834367,-1,-1,-1,0.4328254742893898,-1
.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
