model,this,second,mapping,campaign,which,will,commence,on,6,june,will,see,dawn,moving,just,4,400,km,from,the,surface,.
the,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
fascinating,-1,0.17694287859382063,0.39179153192237326,0.1865094629222176,-1,-1,0.23336634889869212,-1,-1,0.029414874136058478,-1,0.4100545248947207,0.16376201408647006,0.27871317363187065,0.31766582544182487,0.04081200366982418,0.006110838542649266,-1,-1,0.39330808636152614,-1
bright,-1,0.27957941378509676,0.245118293941744,0.23781707605248137,-1,-1,0.07991490725892503,-1,-1,0.13245878720719972,-1,0.368776554945197,0.11502061979704148,0.3216833714234024,0.3712689246567581,-0.014561863335393666,0.4774823847405132,-1,-1,0.3833958290495574,-1
spots,-1,0.1940825458392682,0.004875092506088641,0.1968451538293826,-1,-1,0.10269899967012897,-1,-1,0.10431723595237696,-1,0.18896599245797208,-0.011321587997100258,0.15255516856830087,0.24979243931522466,0.04500450035474357,0.008219802744044546,-1,-1,0.3182801452830405,-1
on,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
the,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
surface,-1,0.2992193832655007,0.4361301820598048,0.21704830133829034,-1,-1,0.25994690872836,-1,-1,0.2593952251059075,-1,0.5187266041260095,0.23022980470009746,0.5572130349283627,0.548847071624524,-0.15003518106684566,0.3667079815635308,-1,-1,1.0,-1
of,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
the,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
dwarf,-1,-0.04974753242638075,0.13846415803309353,-0.021454359906057263,-1,-1,0.05162271792951556,-1,-1,-0.01233284436614257,-1,0.07251226518251708,-0.013867143576908214,0.05725722720491799,0.09903328400417843,-0.09941579219775187,-0.03653034793419585,-1,-1,0.2520109135246985,-1
planet,-1,0.24959468847917754,0.3232136567805455,0.20155234617949258,-1,-1,0.06179578094302107,-1,-1,0.1598548461237429,-1,0.3885911060839775,0.14568919857124007,0.3417580062001253,0.44378918225876207,-0.14943722550975758,0.08371581872143419,-1,-1,0.6185336624136597,-1
ceres,-1,-0.2175872564535115,0.005677302399904827,-0.2766382311822162,-1,-1,0.08368017688279794,-1,-1,-0.11863293971916455,-1,-0.1885591026217972,0.1070317173990537,-0.1403538015608219,-0.12675412820377474,-0.04755342462138756,-0.054762155659456635,-1,-1,0.05923626433898954,-1
have,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
come,-1,0.4071155239303559,0.1331885915258776,0.4445197228023219,-1,-1,0.2111480940549757,-1,-1,0.4173500777056006,-1,0.7351121627093233,0.16678938066792548,0.5542161999219104,0.6656126557224423,-0.1191487073681845,0.05948639403102529,-1,-1,0.4545194431413726,-1
into,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
sharper,-1,0.03922662482646677,0.08828884818679339,0.02396883637018188,-1,-1,0.22429495914440356,-1,-1,-0.12862366122686053,-1,0.23670981970205074,-0.03924167719475702,0.30949513508671644,0.19187990993762205,0.20385825618702147,-0.018231111108785614,-1,-1,0.38602676902025723,-1
view,-1,0.3115768388843888,0.24393385847177584,0.3655556452298656,-1,-1,0.06575701563228564,-1,-1,0.2813226872668706,-1,0.5307395811153718,0.14053806934446456,0.43956724306885386,0.5260655440894647,-0.1588252386930431,0.04831349429392695,-1,-1,0.46434769953366817,-1
.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
