model,the,spots,were,seen,from,a,distance,of,13,600,km,.
the,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
fascinating,-1,0.23059539525066663,-1,0.20674786093890296,-1,-1,0.41182317362164966,-1,-0.3045231388979057,0.006110838542649266,-1
bright,-1,0.39436952711777273,-1,0.279308829615017,-1,-1,0.4270184873109797,-1,-0.4233851331857217,0.4774823847405132,-1
spots,-1,1.0,-1,0.1717319925234625,-1,-1,0.3555448676052002,-1,-0.25524117701815796,0.008219802744044546,-1
on,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
the,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
surface,-1,0.3182801452830405,-1,0.4294178193434204,-1,-1,0.5714993915624602,-1,-0.552069161081485,0.3667079815635308,-1
of,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
the,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
dwarf,-1,0.3102538196136281,-1,0.056495548324346334,-1,-1,0.0004238879192615119,-1,-0.26221156073131135,-0.03653034793419585,-1
planet,-1,0.3945085122961016,-1,0.3068148122330613,-1,-1,0.3394908958660098,-1,-0.49887707971870654,0.08371581872143419,-1
ceres,-1,0.1577278755365612,-1,-0.105003638798286,-1,-1,-0.19163744519388226,-1,0.09483258582115461,-0.054762155659456635,-1
have,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
come,-1,0.16729767478163393,-1,0.5888750945595245,-1,-1,0.6157449333968238,-1,-0.404579763645724,0.05948639403102529,-1
into,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
sharper,-1,0.04022347758469136,-1,0.12257778100592409,-1,-1,0.3284703250061394,-1,-0.1879474712376843,-0.018231111108785614,-1
view,-1,0.18930771995354756,-1,0.45603794979925616,-1,-1,0.5211292546856925,-1,-0.49767407102086847,0.04831349429392695,-1
.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
