model,about,150,000,people,have,a,stroke,in,the,uk,each,year,and,more,than,100,000,heart,attacks,are,recorded,annually,.
researchers,-1,0.06371624201867898,0.3569333962453183,-1,-1,0.2804493644277771,-1,-1,0.38078472189353585,0.3613148917658242,0.35768886458514126,-1,-1,-1,0.25429615807852457,0.31706183761023377,0.2820726261815927,-1,0.3977715729739786,0.20584271035780022,-1
have,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
identified,-1,0.09139375554112728,0.47396806198706154,-1,-1,0.39310123405100506,-1,-1,0.4476540388382406,0.5289849464576452,0.46929140675261116,-1,-1,-1,0.32987350996384923,0.3912629739437574,0.45111125537816976,-1,0.6778010497245588,0.2855425404835621,-1
a,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
gene,-1,-0.008760972856393767,0.04311093890285145,-1,-1,0.23704375755820617,-1,-1,-0.006293428703442405,0.07192938500948654,0.06356086750845813,-1,-1,-1,0.036491968082360215,0.1807476673605689,0.07953914725340994,-1,0.11353666397259854,-0.01593003106002633,-1
that,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
may,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
put,-1,0.14349558047650712,0.5249546246258143,-1,-1,0.40229666877667647,-1,-1,0.4930094549530113,0.5902752249394405,0.5137884108937661,-1,-1,-1,0.36952545571739126,0.4682820600011677,0.2989922412235433,-1,0.3670512856484943,0.30738529390125335,-1
people,-1,0.22434125593553544,1.0,-1,-1,0.32636911062398477,-1,-1,0.49193770194947195,0.6120007953240434,0.5359879052284826,-1,-1,-1,0.664411562529398,0.3911320830428988,0.4481347877595221,-1,0.4228207039465405,0.36786324368856615,-1
at,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
greater,-1,0.23966029752548845,0.517713415348805,-1,-1,0.2777549990539767,-1,-1,0.44896799135146725,0.43914747124767206,0.4429545626446252,-1,-1,-1,0.4734077723296426,0.3006832336215832,0.2965369770919315,-1,0.3862030011576387,0.25390182437122744,-1
risk,-1,0.0692809678227243,0.5274754156440419,-1,-1,0.6281272100941817,-1,-1,0.48583245392988617,0.4678938894037459,0.40831731345353695,-1,-1,-1,0.40905033058149276,0.6059226118954395,0.3406713442853905,-1,0.5166901767847967,0.34295892494539437,-1
of,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
strokes,-1,0.0826204653877064,0.27021435660577975,-1,-1,0.5557323029531487,-1,-1,0.11624424213455564,0.3266985078144159,0.12246062014378223,-1,-1,-1,0.17661239146709318,0.5210923592039197,0.5361165286888425,-1,0.2733393391146012,0.16586425237663005,-1
and,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
heart,-1,0.17894668655863888,0.3911320830428988,-1,-1,0.7313572857432983,-1,-1,0.3431328974867667,0.3757317143862344,0.31456703573152134,-1,-1,-1,0.18932128379678326,1.0,0.43168709844679654,-1,0.36146612566909697,0.22748996512132535,-1
attacks,-1,0.10555317174586598,0.4481347877595221,-1,-1,0.3047197290052186,-1,-1,0.335505669703304,0.2970106278086261,0.36318632743043233,-1,-1,-1,0.21077390130311624,0.43168709844679654,1.0,-1,0.4541760431948644,0.21062640341092664,-1
.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
