model,and,researchers,from,king,'s,college,london,reviewed,more,than,80,studies,involving,about,50,000,people,-,the,largest,analysis,of,this,genetic,fault,to,date,.
researchers,-1,1.0,-1,0.23882543969686565,-1,0.4772661533275898,0.3647482025003491,0.44822608785875806,-1,-1,0.30437798348330747,0.65850115450971,0.33000717000992585,-1,0.18310539522885738,0.3569333962453183,-1,-1,0.20626107926814008,0.5250048248708092,-1,-1,0.3669120387796134,0.24453717935506125,-1,0.31313244481539315,-1
have,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
identified,-1,0.5681336743652446,-1,0.26063253634591543,-1,0.25672490490548094,0.3326737792335508,0.685577500320744,-1,-1,0.44284409916951906,0.5642396806091797,0.48928203669867654,-1,0.2472522865140161,0.47396806198706154,-1,-1,0.31808826095913034,0.35206882789243055,-1,-1,0.3938530954834747,0.34930227005106773,-1,0.6046222795932432,-1
a,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
gene,-1,0.36283613433733375,-1,0.07158136906493107,-1,0.1206272217272869,0.014594548869065527,0.1673698308558349,-1,-1,0.02366128159544645,0.3015381603414119,0.10425641058170243,-1,-0.03424388594729266,0.04311093890285145,-1,-1,0.05751676039670739,0.3305168363334652,-1,-1,0.5862505323792812,0.3455641597196002,-1,0.17642452644919215,-1
that,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
may,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
put,-1,0.38865693035881643,-1,0.3734720522791044,-1,0.24635501103770263,0.4067918940012938,0.3757660037287205,-1,-1,0.45292749336655547,0.46793057011278605,0.23372106535574289,-1,0.31222403383730557,0.5249546246258143,-1,-1,0.27063947894149876,0.40101932627354886,-1,-1,0.1393215061005051,0.3722302121986065,-1,0.5707528800670627,-1
people,-1,0.3569333962453183,-1,0.25948157695044016,-1,0.27533331722690124,0.42111910307471545,0.27615276478931094,-1,-1,0.6983408401945423,0.4399380031336062,0.42083077846490413,-1,0.505649732589886,1.0,-1,-1,0.22844162774132504,0.23565749952384962,-1,-1,0.19327533655453377,0.2285277959119536,-1,0.37391896196671826,-1
at,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
greater,-1,0.33575213819570493,-1,0.3092058543022689,-1,0.36509491406947103,0.5158415664471079,0.2500825209808005,-1,-1,0.5061713920962166,0.4662537092400323,0.3154374120360368,-1,0.4162541602984794,0.517713415348805,-1,-1,0.32459925741384743,0.38994739701112213,-1,-1,0.22052208545118235,0.25949977203620733,-1,0.42711177723373317,-1
risk,-1,0.3464148057436305,-1,0.30542863734931724,-1,0.2601588922510547,0.36241318544331624,0.3601444165618708,-1,-1,0.4470141833553368,0.42097174816079885,0.4170080460613552,-1,0.3120679196958741,0.5274754156440419,-1,-1,0.37152974793236604,0.32453963720492274,-1,-1,0.41606132921631755,0.49276630038792746,-1,0.46860101532286547,-1
of,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
strokes,-1,0.16353603427808505,-1,-0.06296779023835541,-1,0.04881055335037121,0.11050276445102003,0.16679895157763114,-1,-1,0.29284981117848086,0.22317506394622222,0.4167672363646818,-1,0.09678187978011377,0.27021435660577975,-1,-1,0.17943565512263682,0.11048431301917727,-1,-1,0.2806274857416784,0.2684916058766401,-1,0.2379940280254318,-1
and,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
heart,-1,0.31706183761023377,-1,0.15891324126096618,-1,0.32707988892791906,0.32850127116635863,0.23286036618984562,-1,-1,0.3318368053558175,0.46936692346977327,0.37447253162653993,-1,0.2212578540019552,0.3911320830428988,-1,-1,0.27640664505869716,0.2800760826647639,-1,-1,0.4441454207644746,0.5326216032372265,-1,0.3767972960201391,-1
attacks,-1,0.2820726261815927,-1,0.14604813462263078,-1,0.1416192437072883,0.3541546946019103,0.23751329994707893,-1,-1,0.3743216751968955,0.4198708318583364,0.5028861758349097,-1,0.18589812910546222,0.4481347877595221,-1,-1,0.22199988805853954,0.2883983200336524,-1,-1,0.31631790024622264,0.1620009077281378,-1,0.3768724162134317,-1
.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
